no,name,type1,type2,sprite_url,yakkun_url
32,ニドラン♂,どく,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/32.png,https://yakkun.com/sv/pokemon_list/n32
33,ニドリーノ,どく,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/33.png,https://yakkun.com/sv/pokemon_list/n33
34,ニドキング,どく,じめん,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/34.png,https://yakkun.com/sv/pokemon_list/n34
35,ピッピ,ノーマル,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/35.png,https://yakkun.com/sv/pokemon_list/n35
36,ピクシー,ノーマル,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/36.png,https://yakkun.com/sv/pokemon_list/n36
37,ロコン,ほのお,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/37.png,https://yakkun.com/sv/pokemon_list/n37
38,キュウコン,ほのお,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/38.png,https://yakkun.com/sv/pokemon_list/n38
39,プリン,ノーマル,フェアリー,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/39.png,https://yakkun.com/sv/pokemon_list/n39
40,プクリン,ノーマル,フェアリー,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/40.png,https://yakkun.com/sv/pokemon_list/n40
41,ズバット,どく,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/41.png,https://yakkun.com/sv/pokemon_list/n41
42,ゴルバット,どく,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/42.png,https://yakkun.com/sv/pokemon_list/n42
43,ナゾノクサ,くさ,どく,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/43.png,https://yakkun.com/sv/pokemon_list/n43
44,クサイハナ,くさ,どく,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/44.png,https://yakkun.com/sv/pokemon_list/n44
45,ラフレシア,くさ,どく,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/45.png,https://yakkun.com/sv/pokemon_list/n45
46,パラス,むし,くさ,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/46.png,https://yakkun.com/sv/pokemon_list/n46
47,パラセクト,むし,くさ,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/47.png,https://yakkun.com/sv/pokemon_list/n47
48,コンパン,むし,どく,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/48.png,https://yakkun.com/sv/pokemon_list/n48
49,モルフォン,むし,どく,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/49.png,https://yakkun.com/sv/pokemon_list/n49
50,ディグダ,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/50.png,https://yakkun.com/sv/pokemon_list/n50
51,ダグトリオ,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/51.png,https://yakkun.com/sv/pokemon_list/n51
52,ニャース,ノーマル,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/52.png,https://yakkun.com/sv/pokemon_list/n52
53,ペルシアン,ノーマル,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/53.png,https://yakkun.com/sv/pokemon_list/n53
54,コダック,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/54.png,https://yakkun.com/sv/pokemon_list/n54
55,ゴルダック,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/55.png,https://yakkun.com/sv/pokemon_list/n55
56,マンキー,かくとう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/56.png,https://yakkun.com/sv/pokemon_list/n56
57,オコリザル,かくとう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/57.png,https://yakkun.com/sv/pokemon_list/n57
58,ガーディ,ほのお,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/58.png,https://yakkun.com/sv/pokemon_list/n58
59,ウインディ,ほのお,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/59.png,https://yakkun.com/sv/pokemon_list/n59
60,ニョロモ,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/60.png,https://yakkun.com/sv/pokemon_list/n60
61,ニョロゾ,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/61.png,https://yakkun.com/sv/pokemon_list/n61
62,ニョロボン,みず,かくとう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/62.png,https://yakkun.com/sv/pokemon_list/n62
63,ケーシィ,エスパー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/63.png,https://yakkun.com/sv/pokemon_list/n63
64,ユンゲラー,エスパー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/64.png,https://yakkun.com/sv/pokemon_list/n64
65,フーディン,エスパー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/65.png,https://yakkun.com/sv/pokemon_list/n65
66,ワンリキー,かくとう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png,https://yakkun.com/sv/pokemon_list/n66
67,ゴーリキー,かくとう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png,https://yakkun.com/sv/pokemon_list/n67
68,カイリキー,かくとう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png,https://yakkun.com/sv/pokemon_list/n68
69,マダツボミ,くさ,どく,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/69.png,https://yakkun.com/sv/pokemon_list/n69
70,ウツドン,くさ,どく,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/70.png,https://yakkun.com/sv/pokemon_list/n70
71,ウツボット,くさ,どく,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/71.png,https://yakkun.com/sv/pokemon_list/n71
72,メノクラゲ,みず,どく,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/72.png,https://yakkun.com/sv/pokemon_list/n72
73,ドククラゲ,みず,どく,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/73.png,https://yakkun.com/sv/pokemon_list/n73
74,イシツブテ,いわ,じめん,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png,https://yakkun.com/sv/pokemon_list/n74
75,ゴローン,いわ,じめん,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png,https://yakkun.com/sv/pokemon_list/n75
76,ゴローニャ,いわ,じめん,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png,https://yakkun.com/sv/pokemon_list/n76
77,ポニータ,ほのお,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/77.png,https://yakkun.com/sv/pokemon_list/n77
78,ギャロップ,ほのお,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png,https://yakkun.com/sv/pokemon_list/n78
79,ヤドン,みず,エスパー,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png,https://yakkun.com/sv/pokemon_list/n79
80,ヤドラン,みず,エスパー,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png,https://yakkun.com/sv/pokemon_list/n80
81,コイル,でんき,はがね,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png,https://yakkun.com/sv/pokemon_list/n81
82,レアコイル,でんき,はがね,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png,https://yakkun.com/sv/pokemon_list/n82
83,カモネギ,ノーマル,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png,https://yakkun.com/sv/pokemon_list/n83
84,ドードー,ノーマル,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png,https://yakkun.com/sv/pokemon_list/n84
85,ドードリオ,ノーマル,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png,https://yakkun.com/sv/pokemon_list/n85
86,パウワウ,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png,https://yakkun.com/sv/pokemon_list/n86
87,ジュゴン,みず,こおり,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png,https://yakkun.com/sv/pokemon_list/n87
88,ベトベター,どく,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png,https://yakkun.com/sv/pokemon_list/n88
89,ベトベトン,どく,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png,https://yakkun.com/sv/pokemon_list/n89
90,シェルダー,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png,https://yakkun.com/sv/pokemon_list/n90
91,パルシェン,みず,こおり,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png,https://yakkun.com/sv/pokemon_list/n91
92,ゴース,ゴースト,どく,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png,https://yakkun.com/sv/pokemon_list/n92
93,ゴースト,ゴースト,どく,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png,https://yakkun.com/sv/pokemon_list/n93
94,ゲンガー,ゴースト,どく,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png,https://yakkun.com/sv/pokemon_list/n94
95,イワーク,いわ,じめん,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png,https://yakkun.com/sv/pokemon_list/n95
96,スリープ,エスパー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png,https://yakkun.com/sv/pokemon_list/n96
97,スリーパー,エスパー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png,https://yakkun.com/sv/pokemon_list/n97
98,クラブ,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png,https://yakkun.com/sv/pokemon_list/n98
99,キングラー,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png,https://yakkun.com/sv/pokemon_list/n99
100,ビリリダマ,でんき,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png,https://yakkun.com/sv/pokemon_list/n100
101,マルマイン,でんき,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png,https://yakkun.com/sv/pokemon_list/n101
102,タマタマ,くさ,エスパー,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png,https://yakkun.com/sv/pokemon_list/n102
103,ナッシー,くさ,エスパー,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png,https://yakkun.com/sv/pokemon_list/n103
104,カラカラ,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png,https://yakkun.com/sv/pokemon_list/n104
105,ガラガラ,じめん,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png,https://yakkun.com/sv/pokemon_list/n105
106,サワムラー,かくとう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png,https://yakkun.com/sv/pokemon_list/n106
107,エビワラー,かくとう,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png,https://yakkun.com/sv/pokemon_list/n107
108,ベロリンガ,ノーマル,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png,https://yakkun.com/sv/pokemon_list/n108
109,ドガース,どく,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png,https://yakkun.com/sv/pokemon_list/n109
110,マタドガス,どく,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png,https://yakkun.com/sv/pokemon_list/n110
111,サイホーン,じめん,いわ,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png,https://yakkun.com/sv/pokemon_list/n111
112,サイドン,じめん,いわ,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png,https://yakkun.com/sv/pokemon_list/n112
113,ラッキー,ノーマル,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png,https://yakkun.com/sv/pokemon_list/n113
114,モンジャラ,くさ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png,https://yakkun.com/sv/pokemon_list/n114
115,ガルーラ,ノーマル,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png,https://yakkun.com/sv/pokemon_list/n115
116,タッツー,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png,https://yakkun.com/sv/pokemon_list/n116
117,シードラ,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png,https://yakkun.com/sv/pokemon_list/n117
118,トサキント,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png,https://yakkun.com/sv/pokemon_list/n118
119,アズマオウ,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png,https://yakkun.com/sv/pokemon_list/n119
120,ヒトデマン,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png,https://yakkun.com/sv/pokemon_list/n120
121,スターミー,みず,エスパー,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png,https://yakkun.com/sv/pokemon_list/n121
122,バリヤード,エスパー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png,https://yakkun.com/sv/pokemon_list/n122
123,ストライク,むし,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png,https://yakkun.com/sv/pokemon_list/n123
124,ルージュラ,こおり,エスパー,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png,https://yakkun.com/sv/pokemon_list/n124
125,エレブー,でんき,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png,https://yakkun.com/sv/pokemon_list/n125
126,ブーバー,ほのお,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png,https://yakkun.com/sv/pokemon_list/n126
127,カイロス,むし,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png,https://yakkun.com/sv/pokemon_list/n127
128,ケンタロス,ノーマル,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png,https://yakkun.com/sv/pokemon_list/n128
129,コイキング,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png,https://yakkun.com/sv/pokemon_list/n129
130,ギャラドス,みず,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png,https://yakkun.com/sv/pokemon_list/n130
131,ラプラス,みず,こおり,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png,https://yakkun.com/sv/pokemon_list/n131
132,メタモン,ノーマル,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png,https://yakkun.com/sv/pokemon_list/n132
133,イーブイ,ノーマル,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png,https://yakkun.com/sv/pokemon_list/n133
134,シャワーズ,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png,https://yakkun.com/sv/pokemon_list/n134
135,サンダース,でんき,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png,https://yakkun.com/sv/pokemon_list/n135
136,ブースター,ほのお,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png,https://yakkun.com/sv/pokemon_list/n136
137,ポリゴン,ノーマル,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png,https://yakkun.com/sv/pokemon_list/n137
138,オムナイト,いわ,みず,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png,https://yakkun.com/sv/pokemon_list/n138
139,オムスター,いわ,みず,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png,https://yakkun.com/sv/pokemon_list/n139
140,カブト,いわ,みず,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png,https://yakkun.com/sv/pokemon_list/n140
141,カブトプス,いわ,みず,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png,https://yakkun.com/sv/pokemon_list/n141
142,プテラ,いわ,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png,https://yakkun.com/sv/pokemon_list/n142
143,カビゴン,ノーマル,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png,https://yakkun.com/sv/pokemon_list/n143
144,フリーザー,こおり,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png,https://yakkun.com/sv/pokemon_list/n144
145,サンダー,でんき,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png,https://yakkun.com/sv/pokemon_list/n145
146,ファイヤー,ほのお,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png,https://yakkun.com/sv/pokemon_list/n146
147,ミニリュウ,ドラゴン,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png,https://yakkun.com/sv/pokemon_list/n147
148,ハクリュー,ドラゴン,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png,https://yakkun.com/sv/pokemon_list/n148
149,カイリュー,ドラゴン,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png,https://yakkun.com/sv/pokemon_list/n149
150,ミュウツー,エスパー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png,https://yakkun.com/sv/pokemon_list/n150
151,ミュウ,エスパー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png,https://yakkun.com/sv/pokemon_list/n151
152,チコリータ,くさ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png,https://yakkun.com/sv/pokemon_list/n152
153,ベイリーフ,くさ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png,https://yakkun.com/sv/pokemon_list/n153
154,メガニウム,くさ,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png,https://yakkun.com/sv/pokemon_list/n154
155,ヒノアラシ,ほのお,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png,https://yakkun.com/sv/pokemon_list/n155
156,マグマラシ,ほのお,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png,https://yakkun.com/sv/pokemon_list/n156
157,バクフーン,ほのお,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png,https://yakkun.com/sv/pokemon_list/n157
158,ワニノコ,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png,https://yakkun.com/sv/pokemon_list/n158
159,アリゲイツ,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png,https://yakkun.com/sv/pokemon_list/n159
160,オーダイル,みず,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png,https://yakkun.com/sv/pokemon_list/n160
161,オタチ,ノーマル,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png,https://yakkun.com/sv/pokemon_list/n161
162,オオタチ,ノーマル,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png,https://yakkun.com/sv/pokemon_list/n162
163,ホーホー,ノーマル,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png,https://yakkun.com/sv/pokemon_list/n163
164,ヨルノズク,ノーマル,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png,https://yakkun.com/sv/pokemon_list/n164
165,レディバ,むし,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png,https://yakkun.com/sv/pokemon_list/n165
166,レディアン,むし,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png,https://yakkun.com/sv/pokemon_list/n166
167,イトマル,むし,どく,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png,https://yakkun.com/sv/pokemon_list/n167
168,アリアドス,むし,どく,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png,https://yakkun.com/sv/pokemon_list/n168
169,クロバット,どく,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png,https://yakkun.com/sv/pokemon_list/n169
170,チョンチー,みず,でんき,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png,https://yakkun.com/sv/pokemon_list/n170
171,ランターン,みず,でんき,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png,https://yakkun.com/sv/pokemon_list/n171
172,ピチュー,でんき,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png,https://yakkun.com/sv/pokemon_list/n172
173,ピィ,フェアリー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png,https://yakkun.com/sv/pokemon_list/n173
174,ププリン,ノーマル,フェアリー,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png,https://yakkun.com/sv/pokemon_list/n174
175,トゲピー,フェアリー,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png,https://yakkun.com/sv/pokemon_list/n175
176,トゲチック,フェアリー,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png,https://yakkun.com/sv/pokemon_list/n176
177,ネイティ,エスパー,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png,https://yakkun.com/sv/pokemon_list/n177
178,ネイティオ,エスパー,ひこう,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png,https://yakkun.com/sv/pokemon_list/n178
179,メリープ,でんき,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png,https://yakkun.com/sv/pokemon_list/n179
180,モコシャン,でんき,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png,https://yakkun.com/sv/pokemon_list/n180
181,デンリュウ,でんき,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png,https://yakkun.com/sv/pokemon_list/n181
